eventid,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
201101060017,2011,1,6,92,India,6,South Asia,West Bengal,Midnapore,,,,0,"The attack took place at a private residence in Midnapore, West Bengal, India.","01/06/2011: On Thursday night, in Midnapore, West Bengal, India, unidentified militants abducted and killed a local leader of the ruling Communist Party of India-Marxist, identified as Dilip Mahato. Mahato was taken from his house by militants and his body was recovered the next morning on 01/07/2011, with multiple bullet wounds near a field. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible."
201101060018,2011,1,6,217,United States,1,North America,Maryland (U.S. State),Annapolis,38.9767,-76.489934,1,0,"The attack took place at the governor's office and the transportation secretary's office in Annapolis, Maryland, United States.","01/06/2011: On Thursday, in Annapolis Maryland, United States, a package was sent to Governor Martin O'Malley The package was one of two received on the same day, the other was sent to Transportation Secretary Beverly Swaim-Staley. The package was opened by a government employee, and subsequently ignited and burned the employee's fingers. No other casualties took place. Explosive material was not found in the package but a small battery and an electric match which ignited the material were recovered. The same note was found in both of the packages as well, stating ""Report suspicious activity! Total Bull----! You have created a self fulfilling prophecy."" Investigators indicated these notes are in opposition of highway signs urging motorists to report suspicious activity. No group claimed responsibility for the attack."
201101060019,2011,1,6,217,United States,1,North America,Maryland (U.S. State),Hanover,39.192978,-76.7238,1,0,The Transportation Secretary's office building,"01/06/2011: On Thursday, in Hanover, Maryland, United States, a package was sent to Transportation Secretary Beverly Swaim-Staley. The package was one of two received on the same day, the other was sent to Governor Martin O'Malley. The package was opened by a government employee, subsequently ignited and burned the employee's fingers. No other casualties took place. Explosive material was not found in the package but a small battery and an electric match which ignited the material were recovered. The same note was found in both of the packages as well, stating ""Report suspicious activity! Total Bull----! You have created a self fulfilling prophecy."" Investigators indicated these notes are in opposition of highway signs urging motorists to report suspicious activity. No group claimed responsibility for the attack."
201101070001,2011,1,7,217,United States,1,North America,District of Columbia,Washington,38.89037,-77.031959,1,0,"The attack took place at a postal sorting facility in Washington, District of Columbia, United States.","01/07/2011: On Friday, in Washington, District of Columbia, United States, an envelope addressed to Homeland Security Secretary Janet Napolitano ignited at a postal sorting facility. The envelope was not opened and therefore did not cause any casualties or property damage. No group claimed responsibility for the attack."
201101070002,2011,1,7,92,India,6,South Asia,Jharkhand,Gumla,,,,0,"The attack took place in Gumla, Jharkhand, India.","01/07/2011: On Friday, in Gumla, Jharkhand, India, unidentified militants killed a youth by slitting his throat. The victim was identified as Surendra Sao. The specific motive for the attack is unknown; however, police suspect that the attack was carried out due to rivalry of Communist Party of India-Maoist (CPI-M) groups as Surendra is said to be a supporter of PLFI’s rival group. No group claimed responsibility, but it was suspected that cadres of People’s Liberation Front of India (PLFI) were responsible."
201101070003,2011,1,7,4,Afghanistan,6,South Asia,Kandahar,Spin Boldak,31.008056,66.398056,1,0,"The attack took place in a public bathhouse in the Spin Boldak district of Kandahar, Afghanistan.","01/07/2011: On Friday around 1200 noon, in the Spin Boldak district of Kandahar, Afghanistan, a suicide bomber targeted a border police commander inside a public bathhouse, killing 17 people and injuring 21 others, including two police personnel and 19 civilians. The police commander, identified as Hajji Ramzan Aka, was among those killed in the attack. According to Spin Boldak Police Chief, Abdul Razaq, a militant driving an explosive-laden car detonated himself when he was identified by security forces, damaging several shops. Taliban spokesman, Qari Yousef Ahmadi, told Reuters reporters by telephone from an undisclosed location that their militants had carried out the suicide attack on a police commander earlier that day in Kandahar."
201101070004,2011,1,7,95,Iraq,10,Middle East & North Africa,Dhi Qar,Nasiriyah,31.05,46.266667,1,0,"The attack took place at the victim's residence in al-Sikak neighborhood, al-Nassiriya, Dhi Qar, Iraq.","01/07/2011: On Friday, in al-Sikak neighborhood, southern al-Nassiriya city, Dhi Qar, Iraq, an improvised explosive device planted inside a vehicle, owned by a former member of Mahdi Army, detonated inside the garage of the victim's residence. The blast killed the man, his brother, and wounded one other civilian and severely damaged the residence. No group has claimed responsibility for the attack."
201101070005,2011,1,7,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Opokuma,5.076111,6.263889,2,0,"At a house in the governmental district of Opokuma in Bayelsa, Nigeria.","01/07/2011: On Friday night, in the governmental district of Opokuma in Bayelsa, Nigeria, two people were killed and six others were injured when unidentified militants disguised as Timi Alaibe supporters and armed with unknown firearms, machetes and knives, attacked civilians at a political party being held at the home of Nigerian politician Timi Alaibe. Alaibe was not injured in the attack and no group claimed responsibility."
201101070006,2011,1,7,147,Nigeria,11,Sub-Saharan Africa,Gombe,Gombe,10.283343,11.166627,1,0,"At a tavern in Gombe city, Gombe state, Nigeria.","01/07/2011: On Friday evening around 2030, in Gombe city, Gombe state, Nigeria, eight people were killed and an unknown number were injured when unidentified militants armed with AK-47 rifles fired upon civilians at an open air tavern outside of a hotel. No group claimed responsibility for the attack, although Boko Haram was suspected of being responsible for the attack."
201101070007,2011,1,7,147,Nigeria,11,Sub-Saharan Africa,Plateau,Barakin Ladi,9.537222,8.8925,1,0,"The attack occurred on the Bisichi Junction in the village of Barkin Ladi, outside Jos, Plateau, Nigeria.","01/07/2011: On Friday night, in the village of Barkin Ladi outside Jos, Plateau, Nigeria, nine people were killed when unidentified militants armed with machetes attacked two buses on the Bisichi Junction. The buses were carrying Muslims that had attended a wedding in the village of Mangu Halle and were traveling to Jos. One bus was able to escape the attackers but one of its occupants later died from their injuries. No group claimed responsibility for the attack."
201101070008,2011,1,7,146,Niger,11,Sub-Saharan Africa,Niamey,Niamey,,,,0,"The attack occurred at the Toulousain restaurant in Niamey city, Niamey state, Niger.","01/07/2011: On Friday night around 2230, in Niamey city, Niamey state, Niger, two unidentified armed militants that spoke Arabic entered the Toulousain restaurant and kidnapped two French aid workers, Antoine de Leocour and Vincent Delory. The militants placed the two hostages in a four-by-four vehicle with Benin plates in which two other armed men were waiting and drove to an unknown location. The two French hostages were killed on 01/08/2011 during a failed rescue attempt that was conducted by Niger security forces near the town of Ouallam, in Tillabery. The militant group Al-Qaeda in the Islamic Maghreb claimed responsibility for the attack."
201101070009,2011,1,7,195,Sudan,11,Sub-Saharan Africa,Al Wahdah,,,,,0,"The attack occurred in the Tor Abieth area, in an unknown city in Al Wahdah, Sudan.","01/07/2011: On Friday night, in the Tor Abieth area, in an unknown location in Al Wahdah, Sudan, in one of two related attacks, two militants were killed and six were injured when Sudan People's Liberation Army (SPLA) militants attacked a splinter SPLA militant group lead by Gatluak Gai. The militant group SPLA claimed responsibility for the attack."
201101070010,2011,1,7,205,Thailand,5,Southeast Asia,Narathiwat,Ra-ngae,6.278205,101.78919,3,1,"The attack took place in Tanyong Limor village in Ra-ngae, Narathiwat, Thailand.","01/07/2011: On Friday morning, in Tanyong Limor village in Rangae, Narathiwat, Thailand, two unidentified militants on a motorcycle shot and killed the village headman, identified as Singhchai Salae. The militants used an AK-47 rifle and a .38 caliber pistol in the attack. No group claimed responsibility for this incident."
201101070011,2011,1,7,228,Yemen,10,Middle East & North Africa,Abyan,Lawdar,13.88908,45.870951,1,0,,"01/07/2011: On Friday, in Laoder, Abyan, Yemen, Al-Qaeda in the Arabian Peninsula, suspected militants Al-Qaeda in the Arabian Peninsula (AQAP) attacked a convoy of water tankers escorted by Yemeni soldiers, killing ten soldiers. The ambush also destroyed one of the military vehicles, including a lorry carrying water to a military base. The militants used heavy machine guns and rocket propelled grenades in the attack. No group claimed responsibility but the Al-Qaeda in the Arabian Peninsula (AQAP) was suspected."
201101070012,2011,1,7,228,Yemen,10,Middle East & North Africa,Abyan,Lawdar,13.88908,45.870951,1,0,,"01/07/2011: On Friday evening, in Laoder, Abyan, Yemen, suspected Al Qaeda Organization in the Arabian Peninsula (AQAP) militants attacked three military vehicles that were escorting Muhsen Juzailan, the commander of Brigade 111, killing four soldiers and wounding two others. The commander was not injured in the attack and no damages were reported. No group claimed responsibility but the Al Qaeda Organization in the Arabian Peninsula (AQAP) was suspected."
201101080002,2011,1,8,97,Israel,10,Middle East & North Africa,Southern,Shaar HaNegev regional council,31.50672,34.632793,3,0,The incident occurred in the Shaar HaNegev regional council,"01/08/2011: On Saturday, in Shaar HaNegev, Southern District, Israel, Palestinian militants fired mortar shells from the Gaza Strip, wounding two Thai agricultural workers. One man suffered serious wounds and the second was in moderate condition. No damage was reported and the armed wing of Islamic Jihad movement claimed responsibility for the attack."
201101080003,2011,1,8,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Zakhakhel,33.8587273,71.5067482,1,1,"In Zakhakhel bazaar area of Khyber, Federally Administered Tribal Areas, Pakistan.","01/08/2011: On Saturday, in Khyber, Federally Administered Tribal Areas, Pakistan, the headless bodies of two local tribesmen identified as Mian Khel and Shala Baz Torkhel, were found at a deserted place in Zakhakhel Bazaar. No group claimed responsibility."
201101080004,2011,1,8,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Charsadda,34.148181,71.730028,1,0,"In Khan Banda in the Mian Isa area of Charsadda, Khyber Pakhtunkhwa, Pakistan.","01/08/2011: On Saturday morning, in Khan Banda in the Mian Isa area of Charsadda, Khyber Pakhtunkhwa, Pakistan, unidentified militants detonated a bomb at the basic health unit, injuring a watchman, Gul Habib, and completely destroying five rooms of the health center. No group claimed responsibility."
